title,location,startTime,endTime,grade,suggestion
Napping,Home,2023-11-05 15:00:00,2023-11-05 16:00:00,3,1
Study,Office,2023-10-07 12:24:00,2023-10-07 13:24:00,0,0
Study,Office,2023-05-03 09:15:00,2023-05-03 10:15:00,0,0
Project Work,Library,2023-11-25 10:46:00,2023-11-25 13:46:00,0,0
Project Work,Home,2023-02-11 12:43:00,2023-02-11 15:43:00,0,0
Study,Library,2023-08-26 10:24:00,2023-08-26 12:24:00,0,0
Reading,Park,2023-11-13 13:20:00,2023-11-13 17:20:00,4,1
Project Work,Office,2023-10-31 13:28:00,2023-10-31 17:28:00,0,0
Sleeping,Home,2023-05-24 23:02:00,2023-05-24 07:02:00,5,1
Sleeping,Home,2023-02-06 21:28:00,2023-02-06 04:28:00,4,1
Reading,Home,2023-04-05 13:37:00,2023-04-05 15:37:00,4,1
Exercising,Park,2023-10-26 18:05:00,2023-10-26 21:05:00,3,1
Playing Games,Park,2023-09-12 20:09:00,2023-09-12 00:09:00,5,1
Reading,Library,2023-01-01 11:54:00,2023-01-01 15:54:00,5,1
Sleeping,Home,2023-08-10 22:21:00,2023-08-10 05:21:00,4,1
Work,Library,2023-03-09 08:35:00,2023-03-09 15:35:00,0,0
Work,Home,2023-10-15 10:58:00,2023-10-15 17:58:00,0,0
Project Work,Home,2023-10-13 15:25:00,2023-10-13 18:25:00,0,0
Lunch,Cafeteria,2023-01-17 12:45:00,2023-01-17 14:45:00,0,0
Dinner,Cafeteria,2023-10-10 12:22:00,2023-10-10 15:22:00,0,0
Reading,Library,2023-09-20 07:25:00,2023-09-20 11:25:00,5,1
Dinner,Home,2023-08-22 21:55:00,2023-08-22 00:55:00,0,0
Exercising,Home,2023-09-25 12:01:00,2023-09-25 14:01:00,3,1
Sleeping,Home,2023-12-04 22:06:00,2023-12-04 06:06:00,4,1
Project Work,Home,2023-11-08 19:26:00,2023-11-08 22:26:00,0,0
Shopping,Market,2023-10-27 17:59:00,2023-10-27 18:59:00,0,0
Exercising,Park,2023-11-20 13:14:00,2023-11-20 17:14:00,4,1
Meeting,Office,2023-01-21 21:08:00,2023-01-21 01:08:00,0,0
Shopping,Market,2023-04-30 14:45:00,2023-04-30 17:45:00,0,0
Napping,Home,2023-09-28 15:47:00,2023-09-28 16:47:00,3,1
Napping,Home,2023-09-28 15:42:00,2023-09-28 17:42:00,3,1
Study,Library,2023-03-22 10:10:00,2023-03-22 13:10:00,0,0
Meeting,Office,2023-08-19 09:57:00,2023-08-19 13:57:00,0,0
Exercising,Home,2023-02-13 18:25:00,2023-02-13 22:25:00,5,1
Shopping,Market,2023-06-05 10:14:00,2023-06-05 12:14:00,0,0
Playing Games,Home,2023-12-25 09:05:00,2023-12-25 11:05:00,5,1
Watching TV,Home,2023-08-04 17:04:00,2023-08-04 19:04:00,3,1
Reading,Park,2023-01-24 08:05:00,2023-01-24 12:05:00,5,1
Dinner,Cafeteria,2023-10-18 21:24:00,2023-10-18 22:24:00,0,0
Work,Library,2023-10-16 10:05:00,2023-10-16 17:05:00,0,0
Dinner,Home,2023-11-18 15:36:00,2023-11-18 17:36:00,0,0
Sleeping,Home,2023-10-06 23:49:00,2023-10-06 08:49:00,4,1
Playing Games,Park,2023-10-05 14:24:00,2023-10-05 18:24:00,4,1
Exercising,Park,2023-03-10 08:18:00,2023-03-10 11:18:00,4,1
Shopping,Market,2023-10-29 08:14:00,2023-10-29 10:14:00,0,0
Playing Games,Park,2023-10-08 08:07:00,2023-10-08 12:07:00,3,1
Meeting,Library,2023-12-09 12:43:00,2023-12-09 15:43:00,0,0
Napping,Home,2023-10-01 14:48:00,2023-10-01 15:48:00,3,1
Study,Home,2023-05-17 11:33:00,2023-05-17 13:33:00,0,0
Watching TV,Home,2023-09-19 08:29:00,2023-09-19 10:29:00,4,1
Playing Games,Home,2023-08-14 19:54:00,2023-08-14 21:54:00,4,1
Work,Library,2023-12-09 13:32:00,2023-12-09 22:32:00,0,0
Watching TV,Home,2023-09-08 09:51:00,2023-09-08 10:51:00,5,1
Dinner,Home,2023-03-24 14:25:00,2023-03-24 15:25:00,0,0
Dinner,Cafeteria,2023-09-24 21:50:00,2023-09-24 01:50:00,0,0
Watching TV,Home,2023-03-04 18:52:00,2023-03-04 20:52:00,4,1
Reading,Home,2023-01-30 16:46:00,2023-01-30 20:46:00,3,1
Playing Games,Park,2023-05-20 07:12:00,2023-05-20 11:12:00,3,1
Sleeping,Home,2023-06-08 23:09:00,2023-06-08 07:09:00,5,1
Work,Home,2023-11-24 09:04:00,2023-11-24 16:04:00,0,0
Watching TV,Home,2023-02-28 14:03:00,2023-02-28 15:03:00,4,1
Dinner,Home,2023-02-12 07:12:00,2023-02-12 09:12:00,0,0
Study,Library,2023-11-24 12:52:00,2023-11-24 14:52:00,0,0
Exercising,Home,2023-06-03 20:48:00,2023-06-03 22:48:00,5,1
Work,Office,2023-11-07 09:51:00,2023-11-07 16:51:00,0,0
Project Work,Office,2023-04-29 08:07:00,2023-04-29 12:07:00,0,0
Project Work,Office,2023-12-06 17:49:00,2023-12-06 19:49:00,0,0
Watching TV,Home,2023-01-26 21:29:00,2023-01-26 00:29:00,4,1
Dinner,Cafeteria,2023-06-23 10:10:00,2023-06-23 13:10:00,0,0
Shopping,Market,2023-05-12 11:42:00,2023-05-12 14:42:00,0,0
Sleeping,Home,2023-12-06 22:55:00,2023-12-06 05:55:00,3,1
Exercising,Home,2023-09-07 11:16:00,2023-09-07 13:16:00,5,1
Napping,Home,2023-02-07 14:50:00,2023-02-07 16:50:00,3,1
Exercising,Home,2023-06-11 19:26:00,2023-06-11 22:26:00,5,1
Dinner,Cafeteria,2023-12-31 14:52:00,2023-12-31 17:52:00,0,0
Dinner,Cafeteria,2023-08-06 07:02:00,2023-08-06 09:02:00,0,0
Dinner,Home,2023-01-08 13:09:00,2023-01-08 14:09:00,0,0
Playing Games,Park,2023-06-15 09:52:00,2023-06-15 10:52:00,4,1
Playing Games,Home,2023-03-26 19:41:00,2023-03-26 23:41:00,3,1
Sleeping,Home,2023-12-21 22:53:00,2023-12-21 04:53:00,5,1
Playing Games,Park,2023-09-30 11:26:00,2023-09-30 15:26:00,3,1
Project Work,Home,2023-06-23 11:41:00,2023-06-23 15:41:00,0,0
Study,Home,2023-06-17 17:12:00,2023-06-17 19:12:00,0,0
Work,Home,2023-02-03 15:33:00,2023-02-03 22:33:00,0,0
Meeting,Library,2023-12-20 12:39:00,2023-12-20 13:39:00,0,0
Dinner,Cafeteria,2023-11-18 07:58:00,2023-11-18 11:58:00,0,0
Work,Library,2023-07-21 08:26:00,2023-07-21 15:26:00,0,0
Project Work,Home,2023-03-29 10:25:00,2023-03-29 13:25:00,0,0
Lunch,Cafeteria,2023-11-21 09:24:00,2023-11-21 12:24:00,0,0
Watching TV,Home,2023-10-08 09:20:00,2023-10-08 12:20:00,4,1
Watching TV,Home,2023-01-07 21:28:00,2023-01-07 00:28:00,4,1
Meeting,Library,2023-12-20 15:18:00,2023-12-20 19:18:00,0,0
Dinner,Home,2023-09-13 16:24:00,2023-09-13 18:24:00,0,0
Napping,Home,2023-03-02 15:42:00,2023-03-02 17:42:00,4,1
Napping,Home,2023-08-05 15:28:00,2023-08-05 17:28:00,4,1
Exercising,Gym,2023-03-03 15:18:00,2023-03-03 16:18:00,3,1
Playing Games,Park,2023-07-07 10:44:00,2023-07-07 11:44:00,3,1
Work,Home,2023-05-02 10:45:00,2023-05-02 18:45:00,0,0
Sleeping,Home,2023-10-13 23:00:00,2023-10-13 05:00:00,4,1
Exercising,Home,2023-08-28 17:03:00,2023-08-28 18:03:00,5,1
Study,Library,2023-01-29 13:27:00,2023-01-29 15:27:00,0,0
Shopping,Market,2023-06-02 10:57:00,2023-06-02 14:57:00,0,0
Napping,Home,2023-05-30 14:19:00,2023-05-30 16:19:00,3,1
Meeting,Library,2023-09-20 09:50:00,2023-09-20 13:50:00,0,0
Project Work,Library,2023-03-26 09:38:00,2023-03-26 12:38:00,0,0
Work,Library,2023-10-05 11:43:00,2023-10-05 20:43:00,0,0
Watching TV,Home,2023-04-30 13:00:00,2023-04-30 16:00:00,5,1
Reading,Library,2023-10-11 11:45:00,2023-10-11 12:45:00,3,1
Exercising,Gym,2023-11-06 16:02:00,2023-11-06 20:02:00,5,1
Sleeping,Home,2023-10-21 22:12:00,2023-10-21 04:12:00,5,1
Sleeping,Home,2023-01-08 23:33:00,2023-01-08 06:33:00,5,1
Shopping,Market,2023-12-03 14:12:00,2023-12-03 15:12:00,0,0
Meeting,Office,2023-05-20 12:38:00,2023-05-20 15:38:00,0,0
Study,Home,2023-11-07 08:10:00,2023-11-07 10:10:00,0,0
Work,Office,2023-01-06 13:06:00,2023-01-06 20:06:00,0,0
Sleeping,Home,2023-10-01 23:38:00,2023-10-01 05:38:00,5,1
Shopping,Market,2023-09-08 18:50:00,2023-09-08 20:50:00,0,0
Sleeping,Home,2023-03-20 22:50:00,2023-03-20 06:50:00,4,1
Shopping,Market,2023-12-01 09:51:00,2023-12-01 10:51:00,0,0
Sleeping,Home,2023-03-23 23:12:00,2023-03-23 08:12:00,4,1
Napping,Home,2023-08-22 15:09:00,2023-08-22 17:09:00,5,1
Lunch,Office,2023-04-21 10:08:00,2023-04-21 11:08:00,0,0
Reading,Library,2023-04-19 12:52:00,2023-04-19 15:52:00,4,1
Project Work,Home,2023-01-31 12:43:00,2023-01-31 13:43:00,0,0
Sleeping,Home,2023-12-21 22:43:00,2023-12-21 05:43:00,3,1
Study,Library,2023-09-17 21:12:00,2023-09-17 23:12:00,0,0
Exercising,Gym,2023-05-09 19:21:00,2023-05-09 21:21:00,3,1
Work,Office,2023-12-16 15:18:00,2023-12-16 23:18:00,0,0
Work,Home,2023-10-28 16:13:00,2023-10-28 00:13:00,0,0
Lunch,Home,2023-06-22 21:28:00,2023-06-22 22:28:00,0,0
Work,Home,2023-08-25 16:21:00,2023-08-25 01:21:00,0,0
Project Work,Library,2023-04-26 13:36:00,2023-04-26 15:36:00,0,0
Shopping,Market,2023-09-12 07:40:00,2023-09-12 11:40:00,0,0
Sleeping,Home,2023-01-01 23:30:00,2023-01-01 06:30:00,3,1
Project Work,Library,2023-10-01 12:15:00,2023-10-01 14:15:00,0,0
Exercising,Gym,2023-04-02 12:37:00,2023-04-02 14:37:00,5,1
Playing Games,Park,2023-08-17 18:49:00,2023-08-17 19:49:00,5,1
Watching TV,Home,2023-07-07 07:48:00,2023-07-07 08:48:00,5,1
Sleeping,Home,2023-01-22 21:32:00,2023-01-22 04:32:00,3,1
Work,Home,2023-03-05 17:12:00,2023-03-05 00:12:00,0,0
Reading,Home,2023-08-11 20:00:00,2023-08-11 21:00:00,5,1
Shopping,Market,2023-04-12 20:26:00,2023-04-12 23:26:00,0,0
Study,Office,2023-05-26 14:22:00,2023-05-26 15:22:00,0,0
Napping,Home,2023-02-08 15:05:00,2023-02-08 17:05:00,3,1
Watching TV,Home,2023-07-27 11:19:00,2023-07-27 12:19:00,3,1
Watching TV,Home,2023-05-24 11:05:00,2023-05-24 12:05:00,5,1
Meeting,Office,2023-08-03 19:12:00,2023-08-03 20:12:00,0,0
Playing Games,Home,2023-08-26 17:49:00,2023-08-26 19:49:00,4,1
Playing Games,Home,2023-01-18 10:12:00,2023-01-18 12:12:00,5,1
Exercising,Park,2023-08-25 13:07:00,2023-08-25 17:07:00,5,1
Shopping,Market,2023-04-25 11:16:00,2023-04-25 13:16:00,0,0
Work,Office,2023-06-25 07:23:00,2023-06-25 16:23:00,0,0
Project Work,Office,2023-07-14 17:03:00,2023-07-14 21:03:00,0,0
Watching TV,Home,2023-09-25 20:03:00,2023-09-25 00:03:00,4,1
Study,Home,2023-10-24 07:48:00,2023-10-24 08:48:00,0,0
Napping,Home,2023-02-17 15:20:00,2023-02-17 16:20:00,5,1
Watching TV,Home,2023-09-18 11:37:00,2023-09-18 13:37:00,3,1
Shopping,Market,2023-09-12 15:56:00,2023-09-12 17:56:00,0,0
Shopping,Market,2023-05-15 07:17:00,2023-05-15 09:17:00,0,0
Playing Games,Home,2023-11-25 12:57:00,2023-11-25 16:57:00,3,1
Sleeping,Home,2023-07-20 22:44:00,2023-07-20 04:44:00,5,1
Playing Games,Park,2023-08-18 21:15:00,2023-08-18 22:15:00,3,1
Shopping,Market,2023-01-19 13:14:00,2023-01-19 14:14:00,0,0
Study,Office,2023-01-03 08:04:00,2023-01-03 09:04:00,0,0
Work,Home,2023-07-17 07:36:00,2023-07-17 16:36:00,0,0
Shopping,Market,2023-08-10 14:23:00,2023-08-10 18:23:00,0,0
Reading,Library,2023-08-18 18:46:00,2023-08-18 22:46:00,5,1
Study,Library,2023-04-11 14:22:00,2023-04-11 18:22:00,0,0
Dinner,Cafeteria,2023-12-29 09:30:00,2023-12-29 13:30:00,0,0
Project Work,Library,2023-06-07 13:16:00,2023-06-07 16:16:00,0,0
Napping,Home,2023-06-05 15:47:00,2023-06-05 17:47:00,4,1
Study,Office,2023-05-26 09:11:00,2023-05-26 13:11:00,0,0
Exercising,Home,2023-11-02 14:14:00,2023-11-02 17:14:00,3,1
Study,Home,2023-11-25 14:30:00,2023-11-25 15:30:00,0,0
Meeting,Library,2023-12-11 17:34:00,2023-12-11 20:34:00,0,0
Napping,Home,2023-01-04 14:17:00,2023-01-04 15:17:00,5,1
Reading,Home,2023-04-23 10:07:00,2023-04-23 11:07:00,3,1
Study,Home,2023-01-12 20:59:00,2023-01-12 23:59:00,0,0
Watching TV,Home,2023-11-10 07:37:00,2023-11-10 10:37:00,3,1
Watching TV,Home,2023-05-24 11:53:00,2023-05-24 13:53:00,3,1
Playing Games,Park,2023-05-12 20:37:00,2023-05-12 22:37:00,5,1
Playing Games,Park,2023-06-07 10:43:00,2023-06-07 13:43:00,4,1
Lunch,Office,2023-03-09 15:32:00,2023-03-09 17:32:00,0,0
Watching TV,Home,2023-02-26 08:05:00,2023-02-26 10:05:00,5,1
Work,Library,2023-07-23 11:01:00,2023-07-23 17:01:00,0,0
Dinner,Cafeteria,2023-03-21 20:29:00,2023-03-21 23:29:00,0,0
Shopping,Market,2023-10-29 12:16:00,2023-10-29 15:16:00,0,0
Meeting,Office,2023-04-01 13:56:00,2023-04-01 17:56:00,0,0
Project Work,Office,2023-03-21 15:22:00,2023-03-21 19:22:00,0,0
Project Work,Office,2023-08-14 21:19:00,2023-08-14 00:19:00,0,0
Work,Office,2023-01-12 11:20:00,2023-01-12 17:20:00,0,0
Lunch,Office,2023-05-14 17:10:00,2023-05-14 21:10:00,0,0
Project Work,Office,2023-07-06 18:03:00,2023-07-06 21:03:00,0,0
Meeting,Library,2023-03-10 13:37:00,2023-03-10 16:37:00,0,0
Dinner,Home,2023-11-12 17:29:00,2023-11-12 20:29:00,0,0
Project Work,Office,2023-02-02 16:40:00,2023-02-02 17:40:00,0,0
Dinner,Home,2023-10-21 19:17:00,2023-10-21 21:17:00,0,0
Lunch,Office,2023-06-21 10:40:00,2023-06-21 13:40:00,0,0
Shopping,Market,2023-05-06 18:42:00,2023-05-06 22:42:00,0,0
Project Work,Home,2023-11-13 21:29:00,2023-11-13 00:29:00,0,0
Reading,Home,2023-02-15 08:30:00,2023-02-15 12:30:00,3,1
Playing Games,Park,2023-10-13 21:37:00,2023-10-13 00:37:00,4,1
Napping,Home,2023-09-08 14:24:00,2023-09-08 15:24:00,4,1
Project Work,Home,2023-06-05 07:35:00,2023-06-05 11:35:00,0,0
Exercising,Park,2023-08-20 14:29:00,2023-08-20 15:29:00,5,1
Meeting,Library,2023-10-11 19:01:00,2023-10-11 23:01:00,0,0
Study,Office,2023-01-30 14:08:00,2023-01-30 17:08:00,0,0
Shopping,Market,2023-05-07 07:23:00,2023-05-07 10:23:00,0,0
Exercising,Gym,2023-03-14 12:47:00,2023-03-14 15:47:00,5,1
Study,Library,2023-03-17 17:25:00,2023-03-17 20:25:00,0,0
Shopping,Market,2023-04-08 16:06:00,2023-04-08 18:06:00,0,0
Project Work,Library,2023-07-26 15:55:00,2023-07-26 18:55:00,0,0
Reading,Library,2023-02-08 12:41:00,2023-02-08 15:41:00,4,1
Watching TV,Home,2023-09-25 08:16:00,2023-09-25 11:16:00,4,1
Playing Games,Home,2023-09-04 07:43:00,2023-09-04 11:43:00,5,1
Shopping,Market,2023-12-12 21:05:00,2023-12-12 23:05:00,0,0
Playing Games,Home,2023-02-02 13:19:00,2023-02-02 17:19:00,3,1
Sleeping,Home,2023-06-28 23:45:00,2023-06-28 07:45:00,4,1
Reading,Library,2023-02-10 18:11:00,2023-02-10 22:11:00,5,1
Playing Games,Home,2023-07-18 08:07:00,2023-07-18 12:07:00,3,1
Study,Office,2023-10-14 14:26:00,2023-10-14 18:26:00,0,0
Reading,Library,2023-05-31 07:07:00,2023-05-31 08:07:00,5,1
Playing Games,Park,2023-05-04 13:32:00,2023-05-04 16:32:00,3,1
Sleeping,Home,2023-03-17 21:18:00,2023-03-17 05:18:00,4,1
Study,Office,2023-10-19 14:21:00,2023-10-19 16:21:00,0,0
Playing Games,Home,2023-03-05 21:02:00,2023-03-05 01:02:00,3,1
Sleeping,Home,2023-09-18 21:10:00,2023-09-18 05:10:00,4,1
Watching TV,Home,2023-06-27 12:38:00,2023-06-27 16:38:00,3,1
Lunch,Office,2023-06-07 13:36:00,2023-06-07 14:36:00,0,0
Napping,Home,2023-07-11 15:53:00,2023-07-11 17:53:00,5,1
Work,Home,2023-11-14 11:05:00,2023-11-14 20:05:00,0,0
Lunch,Cafeteria,2023-04-02 12:38:00,2023-04-02 15:38:00,0,0
Exercising,Park,2023-04-22 10:24:00,2023-04-22 14:24:00,4,1
Work,Home,2023-07-31 08:15:00,2023-07-31 16:15:00,0,0
Watching TV,Home,2023-12-27 11:50:00,2023-12-27 12:50:00,4,1
Napping,Home,2023-04-01 15:55:00,2023-04-01 17:55:00,5,1
Sleeping,Home,2023-01-27 21:49:00,2023-01-27 06:49:00,3,1
Work,Office,2023-03-15 15:30:00,2023-03-15 00:30:00,0,0
Reading,Library,2023-08-12 09:19:00,2023-08-12 11:19:00,3,1
Meeting,Library,2023-12-17 10:13:00,2023-12-17 13:13:00,0,0
Meeting,Office,2023-10-01 18:13:00,2023-10-01 21:13:00,0,0
Meeting,Office,2023-07-19 11:17:00,2023-07-19 13:17:00,0,0
Shopping,Market,2023-11-09 17:06:00,2023-11-09 20:06:00,0,0
Lunch,Home,2023-10-19 09:21:00,2023-10-19 10:21:00,0,0
Reading,Park,2023-07-21 11:42:00,2023-07-21 13:42:00,5,1
Lunch,Cafeteria,2023-08-09 17:57:00,2023-08-09 21:57:00,0,0
Work,Office,2023-10-31 08:37:00,2023-10-31 15:37:00,0,0
Sleeping,Home,2023-02-18 22:52:00,2023-02-18 05:52:00,3,1
Sleeping,Home,2023-04-28 22:55:00,2023-04-28 05:55:00,4,1
Exercising,Park,2023-03-09 11:04:00,2023-03-09 14:04:00,3,1
Napping,Home,2023-05-04 15:34:00,2023-05-04 16:34:00,5,1
Watching TV,Home,2023-07-19 18:34:00,2023-07-19 21:34:00,4,1
Shopping,Market,2023-11-15 08:46:00,2023-11-15 12:46:00,0,0
Exercising,Park,2023-10-21 10:48:00,2023-10-21 13:48:00,3,1
Work,Library,2023-01-06 08:25:00,2023-01-06 15:25:00,0,0
Lunch,Home,2023-04-08 08:31:00,2023-04-08 09:31:00,0,0
Playing Games,Home,2023-02-25 20:06:00,2023-02-25 21:06:00,3,1
Project Work,Office,2023-02-08 16:24:00,2023-02-08 19:24:00,0,0
Study,Office,2023-02-19 20:38:00,2023-02-19 23:38:00,0,0
Shopping,Market,2023-09-22 10:16:00,2023-09-22 12:16:00,0,0
Playing Games,Park,2023-05-03 14:26:00,2023-05-03 16:26:00,5,1
Reading,Library,2023-07-13 10:26:00,2023-07-13 12:26:00,3,1
Napping,Home,2023-11-19 14:58:00,2023-11-19 15:58:00,5,1
Lunch,Cafeteria,2023-03-04 20:02:00,2023-03-04 21:02:00,0,0
Shopping,Market,2023-01-17 12:57:00,2023-01-17 14:57:00,0,0
Study,Office,2023-07-09 14:15:00,2023-07-09 17:15:00,0,0
Exercising,Park,2023-07-14 21:35:00,2023-07-14 00:35:00,3,1
Meeting,Office,2023-09-25 11:39:00,2023-09-25 14:39:00,0,0
Shopping,Market,2023-01-21 13:07:00,2023-01-21 15:07:00,0,0
Watching TV,Home,2023-04-11 10:38:00,2023-04-11 12:38:00,5,1
Watching TV,Home,2023-09-28 16:51:00,2023-09-28 19:51:00,4,1
Lunch,Office,2023-05-01 20:55:00,2023-05-01 22:55:00,0,0
Project Work,Home,2023-02-22 08:11:00,2023-02-22 12:11:00,0,0
Lunch,Office,2023-06-07 10:13:00,2023-06-07 12:13:00,0,0
Dinner,Cafeteria,2023-09-28 17:55:00,2023-09-28 18:55:00,0,0
Meeting,Office,2023-04-25 15:59:00,2023-04-25 19:59:00,0,0
Napping,Home,2023-08-27 14:56:00,2023-08-27 15:56:00,3,1
Watching TV,Home,2023-11-04 11:53:00,2023-11-04 12:53:00,4,1
Dinner,Home,2023-02-02 10:22:00,2023-02-02 11:22:00,0,0
Reading,Home,2023-09-07 16:29:00,2023-09-07 18:29:00,4,1
Sleeping,Home,2023-12-14 23:11:00,2023-12-14 08:11:00,5,1
Study,Office,2023-09-20 21:18:00,2023-09-20 01:18:00,0,0
Dinner,Cafeteria,2023-07-21 16:44:00,2023-07-21 20:44:00,0,0
Watching TV,Home,2023-05-01 10:37:00,2023-05-01 11:37:00,3,1
Work,Home,2023-03-07 14:29:00,2023-03-07 22:29:00,0,0
Shopping,Market,2023-03-17 21:11:00,2023-03-17 01:11:00,0,0
Study,Office,2023-12-10 16:11:00,2023-12-10 19:11:00,0,0
Dinner,Home,2023-07-18 07:59:00,2023-07-18 08:59:00,0,0
Shopping,Market,2023-10-24 14:59:00,2023-10-24 16:59:00,0,0
Shopping,Market,2023-07-08 08:18:00,2023-07-08 12:18:00,0,0
Study,Library,2023-02-06 12:28:00,2023-02-06 16:28:00,0,0
Study,Library,2023-03-04 07:21:00,2023-03-04 08:21:00,0,0
Shopping,Market,2023-11-15 15:09:00,2023-11-15 16:09:00,0,0
Work,Library,2023-03-18 15:18:00,2023-03-18 21:18:00,0,0
Study,Office,2023-01-19 18:28:00,2023-01-19 19:28:00,0,0
Exercising,Gym,2023-01-02 12:51:00,2023-01-02 16:51:00,4,1
Sleeping,Home,2023-08-01 22:55:00,2023-08-01 06:55:00,3,1
Watching TV,Home,2023-07-25 10:42:00,2023-07-25 11:42:00,4,1
Lunch,Cafeteria,2023-04-01 15:21:00,2023-04-01 18:21:00,0,0
Shopping,Market,2023-04-23 19:58:00,2023-04-23 20:58:00,0,0
Shopping,Market,2023-04-18 12:14:00,2023-04-18 13:14:00,0,0
Reading,Library,2023-05-30 08:12:00,2023-05-30 10:12:00,3,1
Dinner,Home,2023-03-20 18:25:00,2023-03-20 19:25:00,0,0
Watching TV,Home,2023-09-27 14:11:00,2023-09-27 17:11:00,5,1
Shopping,Market,2023-03-09 17:45:00,2023-03-09 21:45:00,0,0
Work,Home,2023-12-28 09:01:00,2023-12-28 18:01:00,0,0
Watching TV,Home,2023-09-19 21:16:00,2023-09-19 22:16:00,3,1
Playing Games,Park,2023-01-27 08:16:00,2023-01-27 11:16:00,3,1
Napping,Home,2023-07-11 15:33:00,2023-07-11 16:33:00,4,1
Playing Games,Park,2023-08-26 19:38:00,2023-08-26 21:38:00,5,1
Watching TV,Home,2023-01-14 15:08:00,2023-01-14 19:08:00,3,1
Project Work,Library,2023-10-29 20:42:00,2023-10-29 21:42:00,0,0
Exercising,Gym,2023-02-26 10:50:00,2023-02-26 14:50:00,3,1
Exercising,Home,2023-02-28 07:23:00,2023-02-28 11:23:00,3,1
Work,Home,2023-01-18 11:31:00,2023-01-18 18:31:00,0,0
Dinner,Cafeteria,2023-08-03 13:00:00,2023-08-03 17:00:00,0,0
Dinner,Home,2023-12-18 12:31:00,2023-12-18 14:31:00,0,0
Project Work,Office,2023-08-09 10:15:00,2023-08-09 14:15:00,0,0
Napping,Home,2023-07-25 15:57:00,2023-07-25 16:57:00,5,1
Shopping,Market,2023-10-10 19:45:00,2023-10-10 22:45:00,0,0
Meeting,Office,2023-10-01 17:52:00,2023-10-01 20:52:00,0,0
Work,Office,2023-07-16 16:16:00,2023-07-16 01:16:00,0,0
Work,Library,2023-02-13 13:21:00,2023-02-13 21:21:00,0,0
Lunch,Home,2023-08-11 21:03:00,2023-08-11 23:03:00,0,0
Playing Games,Park,2023-05-06 07:00:00,2023-05-06 10:00:00,3,1
Exercising,Home,2023-12-15 08:50:00,2023-12-15 09:50:00,3,1
Reading,Library,2023-11-25 07:43:00,2023-11-25 09:43:00,4,1
Study,Home,2023-07-06 18:18:00,2023-07-06 22:18:00,0,0
Exercising,Gym,2023-10-11 09:57:00,2023-10-11 10:57:00,5,1
Exercising,Gym,2023-01-07 13:15:00,2023-01-07 17:15:00,3,1
Exercising,Home,2023-07-01 19:07:00,2023-07-01 22:07:00,5,1
Meeting,Office,2023-01-27 18:24:00,2023-01-27 21:24:00,0,0
Lunch,Office,2023-05-04 16:58:00,2023-05-04 17:58:00,0,0
Reading,Home,2023-07-23 15:12:00,2023-07-23 16:12:00,4,1
Exercising,Home,2023-10-21 20:18:00,2023-10-21 21:18:00,3,1
Exercising,Home,2023-04-04 21:14:00,2023-04-04 01:14:00,3,1
Work,Office,2023-01-21 11:07:00,2023-01-21 17:07:00,0,0
Playing Games,Home,2023-08-09 14:44:00,2023-08-09 17:44:00,5,1
Sleeping,Home,2023-06-01 22:27:00,2023-06-01 06:27:00,5,1
Sleeping,Home,2023-07-05 21:15:00,2023-07-05 04:15:00,3,1
Dinner,Cafeteria,2023-05-18 20:23:00,2023-05-18 22:23:00,0,0
Exercising,Gym,2023-05-09 18:13:00,2023-05-09 21:13:00,4,1
Dinner,Home,2023-04-13 21:29:00,2023-04-13 23:29:00,0,0
Shopping,Market,2023-02-20 21:18:00,2023-02-20 00:18:00,0,0
Napping,Home,2023-02-08 14:28:00,2023-02-08 16:28:00,4,1
Work,Office,2023-09-10 08:49:00,2023-09-10 17:49:00,0,0
Work,Library,2023-02-07 08:23:00,2023-02-07 16:23:00,0,0
Playing Games,Park,2023-05-14 16:16:00,2023-05-14 17:16:00,3,1
Project Work,Library,2023-03-01 16:26:00,2023-03-01 20:26:00,0,0
Exercising,Park,2023-10-15 07:02:00,2023-10-15 11:02:00,5,1
Work,Library,2023-12-12 08:20:00,2023-12-12 15:20:00,0,0
Sleeping,Home,2023-07-23 23:00:00,2023-07-23 08:00:00,4,1
Study,Home,2023-05-26 13:44:00,2023-05-26 17:44:00,0,0
Work,Office,2023-02-01 13:15:00,2023-02-01 22:15:00,0,0
Exercising,Park,2023-06-09 17:34:00,2023-06-09 20:34:00,5,1
Reading,Home,2023-03-26 15:38:00,2023-03-26 18:38:00,3,1
Watching TV,Home,2023-04-01 13:21:00,2023-04-01 15:21:00,4,1
Lunch,Office,2023-02-09 09:53:00,2023-02-09 11:53:00,0,0
Dinner,Home,2023-09-03 07:42:00,2023-09-03 11:42:00,0,0
Watching TV,Home,2023-06-28 19:35:00,2023-06-28 20:35:00,4,1
Reading,Park,2023-03-16 16:57:00,2023-03-16 19:57:00,5,1
Project Work,Home,2023-10-22 14:27:00,2023-10-22 18:27:00,0,0
Napping,Home,2023-03-10 15:48:00,2023-03-10 16:48:00,5,1
Lunch,Office,2023-02-09 17:04:00,2023-02-09 21:04:00,0,0
Exercising,Park,2023-05-08 08:03:00,2023-05-08 10:03:00,5,1
Study,Library,2023-07-27 12:30:00,2023-07-27 13:30:00,0,0
Watching TV,Home,2023-01-14 14:29:00,2023-01-14 15:29:00,5,1
